Faculty Name,County Name,Beginning Date Q1,Ending Date Q1,Type of Hospital,Teaching/Rural Hospital,Available Beds Q1,Staff Beds Q1,Total Outpatient Visits Q1,Total Gross Inpatient Revenue Q1,Total Patient (Census) Days,Total Gross Outpatient Revenue Q1,Total Deductions from Revenue Q1,Total Capitation Premium Revenue Q1,Total Net Patient Revenue Q1,Total Operating Expenses Q1,Expenses (Inpatient) Q1,Expenses (Outpatient) Q1,PPC Expenses Q1,Log Total Outpatient Visits Q1,Log Total Gross Inpatient Revenue Q1,Log Total Patient (Census) Days Q1,Log Total Gross Outpatient Revenue Q1,Log Total Deductions from Revenue Q1,Log Total Capitation Premium Revenue Q1,Log Total Deductions from Revenue Q1,Log Total Net Patient Revenue Q1,Log Total Operating Expenses Q1,Log Expenses (Inpatient) Q1,Log Expenses (Outpatient) Q1,Log PPC Expenses Q1,Beginning Date Q2,Ending Date Q2,Available Beds Q2,Staff Beds Q2,Total Outpatient Visits Q2,Total Gross Inpatient Revenue Q2,Total Patient (Census) Days Q2,Total Gross Outpatient Revenue Q2,Total Deductions from Revenue Q2,Total Capitation Premium Revenue Q2,Total Net Patient Revenue Q2,Total Operating Expenses Q2,Inpatient Expenses Q2,Outpatient Expenses Q2,PCC Expenses Q2,Log Total Outpatient Visits Q2,Log Total Gross Inpatient Revenue Q2,Log Total Patient (Census) Days Q2,Log Total Gross Outpatient Revenue Q2,Log Total Deductions from Revenue Q2,Log Total Capitation Premium Revenue Q2,Log Total Deductions from Revenue Q2,Log Total Net Patient Revenue Q2,Log Total Operating Expenses Q2,Log Expenses (Inpatient) Q2,Log Expenses (Outpatient) Q2,Log PPC Expenses Q2
NORTHERN INYO HOSPITAL,Inyo,1/1/2024,3/31/2024,Comparable,Rural,25,8,27002,11056336,575,44142074,27688982,0,27509428,29445728,0,0,0,10.20370325,16.21851431,6.356107661,17.60292397,17.26815625,15.46989946,17.26815625,17.13003938,17.19805943,0,0,0,4/1/2024,6/30/2024,25,8,26708,9459794,609,45608708,27447288,0,27621214,28635795,0,0,0,10.19275587,16.06256127,6.413458957,17.63560924,18.10231464,14.47025573,18.10231464,17.13409469,17.1701681,0,0,0
NORTHRIDGE HOSPITAL MEDICAL CENTER,Los Angeles,1/1/2024,3/31/2024,Comparable,N/A,394,269,22924,675615772,22315,288224056,828239238,0,135600590,133047820,0,0,0,10.0399833,20.33113509,10.01305919,19.47924871,20.53950416,15.46989946,20.53950416,18.72522429,18.70621918,0,0,0,4/1/2024,6/30/2024,394,249,23788,665876849,20679,335228175,853404778,161572,147861818,136249158,0,0,0,10.07697857,20.3166153,9.936922329,19.63032198,20.61644997,14.55086629,20.61644997,18.81178874,18.72999582,0,0,0
NOVATO COMMUNITY HOSPITAL,Marin,1/1/2024,3/31/2024,Comparable,N/A,47,23,12463,39991224,1705,66920266,79732719,0,27178771,27406432,0,0,0,9.430599768,17.50417061,7.441906728,18.01901242,18.24188393,15.46989946,18.24188393,17.11794679,17.12628832,0,0,0,4/1/2024,6/30/2024,47,23,12488,38053670,1674,65823290,78053089,0,25823871,23563588,0,0,0,9.432603536,17.45450812,7.423568444,18.0024843,18.63045084,14.47025573,18.63045084,17.06680989,16.97521324,0,0,0
OAK VALLEY HOSPITAL DISTRICT,Stanislaus,1/1/2024,3/31/2024,Comparable,Rural,150,144,27294,14464429,9088,45628649,39632846,18619,20478851,20877791,0,0,0,10.21445881,16.48720309,9.11482017,17.63604637,17.58890824,15.47345326,17.58890824,16.8349033,16.85419657,0,0,0,4/1/2024,6/30/2024,139,139,25768,11771260,9208,48045113,39540708,16785,20292450,20683771,0,0,0,10.1569275,16.28117161,9.127936546,17.687651,18.25612522,14.47893898,18.25612522,16.8257595,16.84485999,0,0,0
OCEAN VIEW PSYCHIATRIC HEALTH FACILITY,Los Angeles,1/1/2024,3/31/2024,Psychiatric Health Facilities,N/A,63,48,1040,5293700,2879,872175,2089222,0,4076653,4931047,0,0,0,6.947937069,15.48202818,7.965545573,13.67874652,15.60461367,15.46989946,15.60461367,15.22078711,15.4110621,0,0,0,4/1/2024,6/30/2024,63,41,1071,4084963,2264,1098800,2577918,0,2605845,4455531,0,0,0,6.977281342,15.22282347,7.725330038,13.90973014,17.68387998,14.47025573,17.68387998,14.77326794,15.30965703,0,0,0
ORANGE COUNTY GLOBAL MEDICAL CENTER,Orange,1/1/2024,3/31/2024,Comparable,N/A,228,228,8031,203078041,12440,66107918,209184633,0,60001326,61146579,0,0,2633336,8.991188842,19.12910091,9.428752749,18.0067991,19.17717587,15.46989946,19.17717587,17.90987724,17.92878449,0,0,14.78376242,4/1/2024,6/30/2024,228,228,8073,198020400,12510,64945461,207304396,0,55661465,62534386,0,0,3639995,8.996404301,19.10388062,9.434363536,17.98905843,19.34728116,14.47025573,19.34728116,17.83479865,17.95122716,0,0,15.10749314
ORCHARD HOSPITAL,Butte,1/1/2024,3/31/2024,Comparable,Rural,24,18,26262,6197026,1187,18650937,18589452,0,6258511,7392148,0,0,1176067,10.17591638,15.63958022,7.0800265,16.741407,16.92832842,15.46989946,16.92832842,15.64945302,15.81592905,0,0,13.97768723,4/1/2024,6/30/2024,24,18,24080,6714740,1163,19234250,17987403,0,7961587,7677664,0,0,1288847,10.08917843,15.71981582,7.059617628,16.77220315,17.96298128,14.47025573,17.96298128,15.89013904,15.85382602,0,0,14.06925935
OROVILLE HOSPITAL,Butte,1/1/2024,3/31/2024,Comparable,N/A,259,259,182866,127680439,20109,180919790,205964036,0,102636193,100479250,0,0,17179561,12.11651439,18.66504114,9.908972483,19.01356435,19.16194594,15.46989946,19.16194594,18.4467012,18.42546181,0,0,16.65923098,4/1/2024,6/30/2024,259,259,195085,128407725,19690,180887849,203167626,0,106127948,102519698,0,0,17778929,12.18119577,18.67072112,9.887916958,19.01338778,19.33076821,14.47025573,19.33076821,18.48015599,18.44556552,0,0,16.69352461
PACIFIC GROVE HOSPITAL,Riverside,1/1/2024,3/31/2024,Comparable,N/A,68,68,1060,14882237,5960,758296,8460745,0,7179788,5645607,0,0,0,6.966967139,16.51567898,8.692993531,13.53883041,16.32962045,15.46989946,16.32962045,15.78678055,15.54638846,0,0,0,4/1/2024,6/30/2024,68,68,1147,15891415,6028,859040,9207976,0,7542479,5558131,0,0,0,7.045776577,16.58128965,8.704336438,13.66357193,17.81360729,14.47025573,17.81360729,15.8360616,15.53077264,0,0,0
PACIFICA HOSPITAL OF THE VALLEY,Los Angeles,1/1/2024,3/31/2024,Comparable,N/A,231,231,2588,37549727,12162,9093428,20176816,0,26466339,27222281,0,0,1354074,7.85902698,17.44117669,9.406153836,16.02306262,16.99654648,15.46989946,16.99654648,17.09138429,17.11954639,0,0,14.11862912,4/1/2024,6/30/2024,231,231,2446,35267030,12276,16539072,23301158,0,28504944,28582059,0,0,1455871,7.802618063,17.37845912,9.415482872,16.6212362,18.04362109,14.47025573,18.04362109,17.16558814,17.16828981,0,0,14.19111559
PALMDALE REGIONAL MEDICAL CENTER,Los Angeles,1/1/2024,3/31/2024,Comparable,N/A,184,184,25022,424515004,12751,394015627,757191959,0,61338672,61027647,0,0,0,10.12755068,19.86645791,9.453443401,19.79190113,20.450258,15.46989946,20.450258,17.93192108,17.92683757,0,0,0,4/1/2024,6/30/2024,184,184,25828,433681806,12849,402215180,771451546,0,64445440,72127846,0,0,0,10.15925317,19.88782166,9.46109909,19.81249778,20.5208288,14.47025573,20.5208288,17.98132955,18.09395076,0,0,0
PALOMAR REHABILITATION INSTITUTE,San Diego,1/1/2024,3/31/2024,Comparable,N/A,52,52,0,23052127,3567,0,13989437,0,9062690,2752380,0,0,0,0,16.95326864,8.179760494,0,16.69943368,15.46989946,16.69943368,16.01967665,14.82797691,0,0,0,4/1/2024,6/30/2024,52,52,0,22858668,3896,0,12574876,0,10283792,3055103,0,0,0,0,16.94484099,8.267962305,0,17.87355818,14.47025573,17.87355818,16.14607972,14.93232419,0,0,0
PARADISE VALLEY HOSPITAL,San Diego,1/1/2024,3/31/2024,Comparable,N/A,291,174,8311,79275060,11593,21380244,63569376,0,37085928,37265652,0,0,0,9.025455533,18.18843415,9.358243002,16.87797792,18.02710819,15.46989946,18.02710819,17.42874818,17.43358263,0,0,0,4/1/2024,6/30/2024,291,174,8398,78176322,11727,21919211,60666127,0,39429406,36838370,0,0,0,9.03586793,18.17447738,9.369734424,16.90287407,18.4785013,14.47025573,18.4785013,17.49002247,17.42205055,0,0,0
PATIENTS' HOSPITAL OF REDDING,Shasta,1/1/2024,3/31/2024,Comparable,N/A,10,5,259,986670,65,10475230,9144720,0,2317180,3210970,0,0,0,5.560681631,13.80209193,4.189654742,16.16452408,16.38349998,15.46989946,16.38349998,14.65586192,14.98208394,0,0,0,4/1/2024,6/30/2024,10,5,268,905605,29,10840781,9403830,0,2342556,3307421,0,0,0,5.59471138,13.71635961,3.401197382,16.19882569,17.81719487,14.47025573,17.81719487,14.66675363,15.01167959,0,0,0
PATTON STATE HOSPITAL,San Bernardino,1/1/2024,3/31/2024,State Hospitals,N/A,1396,1396,0,91022953,121612,0,0,0,91022953,118926413,0,0,0,0,18.32662227,11.70859915,0,15.17516855,15.46989946,15.17516855,18.32662227,18.59401549,0,0,0,4/1/2024,6/30/2024,1354,1354,0,89509839,119203,0,20,0,89509819,118553500,0,0,0,0,18.30985912,11.68859159,0,17.62851684,14.47025573,17.62851684,18.3098589,18.5908749,0,0,0
PETALUMA VALLEY HOSPITAL,Sonoma,1/1/2024,3/31/2024,Comparable,N/A,30,21,6249,48863910,1742,101597381,128885431,0,21575860,23837813,0,0,272659,8.740336743,17.70454967,7.463363046,18.43652833,18.70420638,15.46989946,18.70420638,16.8870857,16.9867837,0,0,12.51598088,4/1/2024,6/30/2024,59,23,6553,50001698,1890,108890480,136283143,0,22609035,24149566,0,0,523660,8.787830829,17.72756754,7.544861069,18.50585317,19.01714906,14.47025573,19.01714906,16.93386021,16.99977701,0,0,13.16859981
PIH HEALTH WHITTIER HOSPITAL,Los Angeles,1/1/2024,3/31/2024,Comparable,N/A,486,278,133809,611783075,25239,673084198,1095081042,0,189786231,223812072,0,0,5395510,11.80417616,20.23188833,10.13618532,20.32738099,20.81764459,15.46989946,20.81764459,19.0614089,19.2263173,0,0,15.50107787,4/1/2024,6/30/2024,486,283,135685,604414296,25582,708194966,1129222929,0,183386333,215061038,0,0,5453641,11.81809867,20.21977044,10.14968335,20.37822999,20.88411627,14.47025573,20.88411627,19.0271056,19.18643245,0,0,15.5117942
PIH HOSPITAL - DOWNEY,Los Angeles,1/1/2024,3/31/2024,Comparable,N/A,174,89,29047,182588969,8096,162819013,292886470,0,52521512,53351566,0,0,0,10.27670491,19.02274812,8.999248902,18.9081498,19.50850617,15.46989946,19.50850617,17.77673342,17.79241391,0,0,0,4/1/2024,6/30/2024,174,88,28683,178793340,7859,170213977,294747935,0,54259382,53070280,0,0,0,10.26409476,19.00174118,8.969541885,18.9525669,19.64455703,14.47025573,19.64455703,17.80928649,17.78712765,0,0,0
PIONEERS MEMORIAL HEALTHCARE DISTRICT,Imperial,1/1/2024,3/31/2024,Comparable,N/A,107,60,41371,52189960,5337,81800595,92886751,0,41103804,39183436,0,0,3603182,10.6303596,17.77040072,8.58260633,18.21979509,18.38796758,15.46989946,18.38796758,17.53161125,17.48376469,0,0,15.09732818,4/1/2024,6/30/2024,107,47,40078,51415413,4274,72051386,84301564,0,39165235,41052132,0,0,3610481,10.59860779,17.75544857,8.360539381,18.09289013,18.67987014,14.47025573,18.67987014,17.48330007,17.53035335,0,0,15.09935184
PLUMAS DISTRICT HOSPITAL,Plumas,1/1/2024,3/31/2024,Comparable,Rural,16,16,11603,1962977,285,12687695,348476,0,14302196,10874346,0,0,0,9.359105145,14.48997327,5.655991811,16.35614326,15.26086055,15.46989946,15.26086055,16.47592372,16.20191709,0,0,0,4/1/2024,6/30/2024,16,16,12863,2080462,316,13516259,890338,0,14706383,10731505,0,0,0,9.462187991,14.54810102,5.758901774,16.41940396,17.64798581,14.47025573,17.64798581,16.50379224,16.18869446,0,0,0
POMONA VALLEY HOSPITAL MEDICAL CENTER,Los Angeles,1/1/2024,3/31/2024,Comparable,N/A,372,300,91729,930268015,23481,609478619,1395062980,12517755,157201409,185752128,0,0,0,11.42660476,20.65098329,10.06398945,20.22811443,21.0589934,16.69176299,21.0589934,18.87303841,19.0399237,0,0,0,4/1/2024,6/30/2024,372,300,95597,917549706,23816,625286516,1394143148,12794364,161487438,188105508,0,0,0,11.46790718,20.63721731,10.07815489,20.25372053,21.0875127,16.50465082,21.0875127,18.89993792,19.05251358,0,0,0
PORTERVILLE STATE HOSPITAL,Tulare,1/1/2024,3/31/2024,State Hospitals,N/A,172,172,0,32308309,15637,0,31225427,0,1082882,56833837,0,0,0,0,17.29083503,9.657459129,0,17.37428953,15.46989946,17.37428953,13.89513749,17.85564245,0,0,0,4/1/2024,6/30/2024,175,175,0,32795920,15873,0,32673871,0,122049,51530347,0,0,0,0,17.30581471,9.67243783,0,18.17170937,14.47025573,18.17170937,11.71218608,17.75768147,0,0,0
PROVDENCE ST. MARY MEDICAL CENTER,San Bernardino,1/1/2024,3/31/2024,Comparable,Rural,210,171,28192,233627548,14145,231348713,366159122,77085,98894224,102024481,0,0,5417130,10.246829,19.26923873,9.557187178,19.25943671,19.72915945,15.48453123,19.72915945,18.4095614,18.44072336,0,0,15.5050769,4/1/2024,6/30/2024,210,178,29156,240087248,14718,242870630,382847619,76210,100186469,102112566,0,0,5120332,10.2804503,19.29651295,9.596894455,19.30803948,19.87494673,14.50908865,19.87494673,18.42254371,18.44158636,0,0,15.44873003
PROVIDENCE HOLY CROSS MEDICAL CENTER,Los Angeles,1/1/2024,3/31/2024,Comparable,N/A,377,291,32100,521044444,24035,283819672,660588471,12824525,157100170,150153147,0,0,7328887,10.37664246,20.0713459,10.08730799,19.46384964,20.31452035,16.70890042,20.31452035,18.87239419,18.82716632,0,0,15.80733436,4/1/2024,6/30/2024,377,295,33596,535658802,24445,301722955,686958677,17593129,168016209,156761951,0,0,8030384,10.42219206,20.09900795,10.10422188,19.52501979,20.41162576,16.78683645,20.41162576,18.93957102,18.87023898,0,0,15.89874303
PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,Los Angeles,1/1/2024,3/31/2024,Comparable,N/A,327,219,13090,173781128,18156,86133674,205327480,1062086,55649408,61298867,0,0,1157090,9.47968025,18.97330719,9.80681144,18.27141101,19.15890808,15.65478462,19.15890808,17.83458202,17.93127193,0,0,13.96141965,4/1/2024,6/30/2024,327,213,13451,162468317,17610,91330160,203864229,1853712,51787960,59407357,0,0,1248133,9.506883073,18.90599357,9.776278986,18.32999164,19.33356804,15.14480167,19.33356804,17.76266827,17.89992865,0,0,14.03716019
PROVIDENCE LITTLE COMPANY OF MARY MC - TORRANCE,Los Angeles,1/1/2024,3/31/2024,Comparable,N/A,351,297,24854,420053925,24541,258899411,552706195,6336925,132584066,146566448,0,0,4830180,10.12081422,19.85589366,10.10814121,19.37195017,20.1373593,16.26365018,20.1373593,18.70272747,18.80298946,0,0,15.3903945,4/1/2024,6/30/2024,351,271,24226,411765088,22451,258548552,549427075,10031296,130917861,141761696,0,0,4070116,10.09522299,19.83596357,10.01913498,19.37059406,20.20359022,16.29673945,20.20359022,18.69008068,18.76965802,0,0,15.2191823
PROVIDENCE MISSION HOSPITAL,Orange,1/1/2024,3/31/2024,Comparable,N/A,404,245,42377,469135764,20228,447753010,724828567,19901891,211962098,232824747,0,0,5386760,10.65438464,19.96640276,9.914872497,19.91975232,20.40680483,17.0396435,20.40680483,19.17191804,19.26579657,0,0,15.49945483,4/1/2024,6/30/2024,404,243,36613,467484204,20088,459247606,725722581,19117666,220126895,230604782,0,0,5602618,10.50818596,19.96287612,9.907927681,19.94510007,20.46321053,16.86204611,20.46321053,19.20971474,19.25621591,0,0,15.53874472
PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,Napa,1/1/2024,3/31/2024,Comparable,N/A,148,71,13176,196869813,5891,259049847,379898040,7172579,83194199,87198931,0,0,2072623,9.486228165,19.09805323,8.681350778,19.37253106,19.76561364,16.33340556,19.76561364,18.23668819,18.28370264,0,0,14.544326,4/1/2024,6/30/2024,148,69,13656,193382374,5745,260905394,377152530,7355328,84490566,90601149,0,0,1821082,9.52200749,19.08018,8.65625924,19.37966843,19.86155535,16.04336995,19.86155535,18.25215045,18.32197746,0,0,14.41494194
PROVIDENCE REDWOOD MEMORIAL HOSPITAL,Humboldt,1/1/2024,3/31/2024,Comparable,Rural,25,12,5713,13807291,1006,47232856,46589087,0,14451060,13914705,0,0,0,8.650674583,16.44070742,6.914730893,17.67060033,17.73716598,15.46989946,17.73716598,16.4862784,16.44845682,0,0,0,4/1/2024,6/30/2024,25,11,5706,11710523,943,47185626,46009037,0,12887112,13276217,0,0,306720,8.649448771,16.27599848,6.850126166,17.66959989,18.32961091,14.47025573,18.32961091,16.37173838,16.40148487,0,0,12.63369382
PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL,Sonoma,1/1/2024,3/31/2024,Comparable,N/A,298,192,33919,478053238,15865,475561171,791385645,4558754,166787518,185513065,0,0,3717307,10.43176009,19.98523266,9.671933734,19.98000608,20.49420545,16.09673278,20.49420545,18.93223122,19.03863587,0,0,15.12851031,4/1/2024,6/30/2024,298,174,34019,468712430,14379,485550568,796596094,4840433,162507337,178513904,0,0,4208733,10.43470387,19.96549998,9.573593631,20.000794,20.55115096,15.72728538,20.55115096,18.90623372,19.00017706,0,0,15.25267245
PROVIDENCE ST. JOHN'S HEALTH CENTER,Los Angeles,1/1/2024,3/31/2024,Comparable,N/A,234,153,32622,265471236,12639,201737394,355151520,5197091,117254201,133210904,0,0,3588097,10.39277284,19.39701706,9.444621668,19.12247738,19.69896213,16.15990666,19.69896213,18.5798548,18.70744418,0,0,15.09313282,4/1/2024,6/30/2024,234,150,22503,261989141,12432,208456131,359080049,6151550,117516773,132573752,0,0,3732497,10.02144835,19.38381362,9.428109507,19.15523918,19.81783197,15.90443227,19.81783197,18.58209164,18.70264967,0,0,15.13258827
PROVIDENCE ST. JOSEPH HOSPITAL,Orange,1/1/2024,3/31/2024,Comparable,N/A,379,294,52954,411518191,24294,413062516,644276766,50342003,230645944,250097098,0,0,4336768,10.87719778,19.83536379,10.09802585,19.83910951,20.28966608,17.83318798,20.28966608,19.25639439,19.3373598,0,0,15.28264016,4/1/2024,6/30/2024,379,286,56445,402252453,23651,416858462,641414156,49439371,227136130,247740022,0,0,4279780,10.94103971,19.81259044,10.07120296,19.8482573,20.34740882,17.75444854,20.34740882,19.24106009,19.32789046,0,0,15.2694124
PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA,Humboldt,1/1/2024,3/31/2024,Comparable,N/A,138,110,16921,199498129,9062,279401208,385634474,764471,94029334,98606416,0,0,835201,9.736369829,19.11131542,9.11195547,19.44815933,19.78044973,15.60632858,19.78044973,18.35911737,18.4066469,0,0,13.63542889,4/1/2024,6/30/2024,138,110,16334,204893328,9114,282238829,392663731,764820,95233246,103162149,0,0,1044889,9.701065324,19.13800006,9.117676687,19.45826419,19.89761551,14.80485545,19.89761551,18.37183967,18.45181258,0,0,13.85942217
PROVIDENCE ST. JOSEPH MEDICAL CENTER,Los Angeles,1/1/2024,3/31/2024,Comparable,N/A,383,234,27573,492376684,19344,308313224,658502772,1554086,143741222,141947682,0,0,3792439,10.22462858,20.0147546,9.870189267,19.54662679,20.31137659,15.73007289,20.31137659,18.78352518,18.77096912,0,0,15.14852017,4/1/2024,6/30/2024,383,223,30385,459260813,18424,308939375,624702894,1500673,144997967,140262711,0,0,4817452,10.32173726,19.94512883,9.821463717,19.54865562,20.32277223,15.04670692,20.32277223,18.79223029,18.75902774,0,0,15.38775592
PROVIDENCE ST. JUDE MEDICAL CENTER,Orange,1/1/2024,3/31/2024,Comparable,N/A,320,265,35399,387678147,21961,489793256,709783819,56648646,224336230,240695931,0,0,900455,10.4744671,19.77568604,9.997068966,20.00949394,20.38594339,17.94068381,20.38594339,19.22865652,19.299045,0,0,13.71065658,4/1/2024,6/30/2024,320,246,37027,366726672,20341,514758770,714323310,56635286,223797418,241614709,0,0,2009890,10.51942966,19.72012737,9.920442993,20.05920894,20.44831526,17.88556137,20.44831526,19.22625182,19.30285491,0,0,14.51359105
PROVIDENCE TARZANA MEDICAL CENTER,Los Angeles,1/1/2024,3/31/2024,Comparable,N/A,249,166,19712,308039917,13704,172075026,398672181,1740585,83183347,90237464,0,0,5521546,9.889033596,19.54573994,9.525516009,18.96344114,19.8133722,15.75719293,19.8133722,18.23655774,18.31795525,0,0,15.52416863,4/1/2024,6/30/2024,204,157,20154,294699114,12991,171694301,383328888,1015130,84079657,85651021,0,0,3844022,9.911207676,19.50146544,9.472089062,18.96122614,19.87607021,14.89384599,19.87607021,18.24727522,18.26579171,0,0,15.16203003
RADY CHILDREN'S HOSPITAL - SAN DIEGO,San Diego,1/1/2024,3/31/2024,Comparable,N/A,432,336,104055,593296210,25712,381970084,698130309,15822921,292958906,292275206,0,0,0,11.55268449,20.20120434,10.15475198,19.76085285,20.36947982,16.86254432,20.36947982,19.49554291,19.49320641,0,0,0,4/1/2024,6/30/2024,432,327,101990,617520017,25245,390615985,707656057,18211159,318691104,307984329,0,0,0,11.53263985,20.24122204,10.13642301,19.7832355,20.43949931,16.81801043,20.43949931,19.57973287,19.54555946,0,0,0
REDLANDS COMMUNITY HOSPITAL,San Bernardino,1/1/2024,3/31/2024,Comparable,N/A,211,123,41384,256565513,10500,351826342,545763464,41317337,103945728,95821800,0,0,4763473,10.63067378,19.36289461,9.25922577,19.67864827,20.12480742,17.65597784,20.12480742,18.45937948,18.37800078,0,0,15.37648779,4/1/2024,6/30/2024,211,127,41639,273517273,11159,361987748,573314636,21766839,83957224,97378190,0,0,5373246,10.63681652,19.42687534,9.320091236,19.70712093,20.24297103,16.98062651,20.24297103,18.245818,18.39411283,0,0,15.49694294
REGIONAL MEDICAL CENTER OF SAN JOSE,Santa Clara,1/1/2024,3/31/2024,Comparable,N/A,258,258,23033,865068009,13198,419508680,1185307234,0,99269455,122969300,0,0,6465704,10.04472666,20.57831869,9.487896348,19.85459478,20.89654841,15.46989946,20.89654841,18.41334849,18.6274453,0,0,15.68202261,4/1/2024,6/30/2024,258,258,24664,757042833,11542,422046087,1117657679,0,61431241,96841018,0,0,7523724,10.11314051,20.44493039,9.353834472,19.86062508,20.87422059,14.47025573,20.87422059,17.93342909,18.38858121,0,0,15.83357192
REHABILITATION HOSPITAL OF SOUTHERN CALIFORNIA,Riverside,1/1/2024,3/31/2024,Comparable,N/A,50,45,0,9464276,2991,0,3675664,0,5788612,5778607,0,0,0,0,16.06303495,8.003697339,0,15.83977298,15.46989946,15.83977298,15.57140327,15.56967338,0,0,0,4/1/2024,6/30/2024,50,45,0,9700398,2734,0,3332377,0,6368021,6166501,0,0,0,0,16.08767758,7.913886715,0,17.69951951,14.47025573,17.69951951,15.66679946,15.6346423,0,0,0
RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,Los Angeles,1/1/2024,3/31/2024,Comparable,N/A,74,74,3752,40001626,6264,4847512,26776448,0,18072690,27073525,0,0,0,8.230310799,17.50443069,8.742733867,15.39397635,17.23883822,15.46989946,17.23883822,16.70991257,17.11406691,0,0,0,4/1/2024,6/30/2024,74,74,3871,39089611,6008,5306325,25300766,0,19095170,26656036,0,0,0,8.261526448,17.48136731,8.701013624,15.48441025,18.07235831,14.47025573,18.07235831,16.76494603,17.09852621,0,0,0
RESTPADD PSYCHIATRIC HEALTH FACILITY,Shasta,1/1/2024,3/31/2024,Psychiatric Health Facilities,N/A,16,16,0,1509740,1370,0,0,0,1509740,1378948,0,0,0,0,14.22744867,7.22329568,0,15.17516855,15.46989946,15.17516855,14.22744867,14.13683217,0,0,0,4/1/2024,6/30/2024,16,16,0,1479986,1343,0,0,0,1479986,1323098,0,0,0,0,14.20754386,7.203405521,0,17.6285164,14.47025573,17.6285164,14.20754386,14.09548727,0,0,0
RESTPADD RED BLUFF PSYCHIATRIC HEALTH FACILITY,Tehama,1/1/2024,3/31/2024,Psychiatric Health Facilities,N/A,16,16,0,1644111,1393,0,0,0,1644111,1372851,0,0,0,0,14.31271098,7.239932591,0,15.17516855,15.46989946,15.17516855,14.31271098,14.13240089,0,0,0,4/1/2024,6/30/2024,16,16,0,1563191,1365,0,0,0,1563191,1345224,0,0,0,0,14.26224044,7.21964204,0,17.6285164,14.47025573,17.6285164,14.26224044,14.11207184,0,0,0
RIDGECREST REGIONAL HOSPITAL,Kern,1/1/2024,3/31/2024,Comparable,Rural,150,71,58214,19763400,1331,55245376,41051282,0,33957494,35772484,0,0,0,10.97189833,16.79934235,7.194436851,17.82729522,17.62097551,15.46989946,17.62097551,17.34062015,17.39268958,0,0,0,4/1/2024,6/30/2024,150,72,56956,16460414,1132,53208520,37909105,0,31759829,33158000,0,0,0,10.95005188,16.61646897,7.032624261,17.78972911,18.23670337,14.47025573,18.23670337,17.27371284,17.3167946,0,0,0
RIVER VISTA BEHAVIORAL HEALTH,Madera,1/1/2024,3/31/2024,Comparable,N/A,128,128,0,4138000,2069,0,1946207,0,2191793,4713301,0,0,437138,0,15.23572338,7.635303886,0,15.58042421,15.46989946,15.58042421,14.60023094,15.36589928,0,0,12.9880065,4/1/2024,6/30/2024,128,128,0,7372000,3687,0,2297885,0,5074115,5474678,0,0,561346,0,15.81319973,8.212839585,0,17.67801223,14.47025573,17.67801223,15.43966288,15.5156442,0,0,13.23809453
